data_source,feature_set,horizon,model,mean_rel_mse,median_rel_mse,mean_rel_qlike,median_rel_qlike,n_assets,share_beats_har_mse_5pct,share_beats_har_qlike_5pct
stock_rv5,MALL,1,SHAR,0.9982428635435948,0.9992374458418658,0.995704686408982,0.9966514640050982,54,0.1481481481481481,0.2037037037037037
stock_rv5,MALL,1,HAR,1.0,1.0,1.0,1.0,54,0.0,0.0
stock_rv5,MALL,1,HARQ,0.9922909688918768,0.992196128002805,1.0166582661118266,0.9906843195898956,54,0.2037037037037037,0.4259259259259259
stock_rv5,MALL,1,LogHAR,1.2335229102466432,0.9782969788566596,1.0419338510954514,0.9796664132784586,54,0.6296296296296297,0.4259259259259259
stock_rv5,MALL,1,GradientBoosting,1.1916916523244063,0.9716685921364696,1.0458921425653505,0.9808863866395464,54,0.3888888888888889,0.2592592592592592
stock_rv5,MALL,1,RandomForest,1.1790430427770031,0.9776671331468688,1.0465611632113645,1.0007854790626989,54,0.3333333333333333,0.2777777777777778
stock_rv5,MALL,1,NN2,1.4751029247745124,0.9686016300635042,1.0558548945923854,0.9806227930118878,54,0.4259259259259259,0.3148148148148148
stock_rv5,MALL,1,HARCJ,1.0236764982184543,1.0021860884888447,1.0720242251603704,1.001935299780874,54,0.1111111111111111,0.1296296296296296
stock_rv5,MALL,1,NN3,1.2766909077536184,0.970127804806468,1.0774341634226714,0.9884625442908258,54,0.3888888888888889,0.1666666666666666
stock_rv5,MALL,1,NN1,1.336106635773508,0.9705172220540564,1.0883704984348672,0.9864134285377076,54,0.3888888888888889,0.3148148148148148
stock_rv5,MALL,1,Ridge,2.2248665402491627,1.0386498801030712,1.1911363160482926,1.0839845596921478,54,0.0185185185185185,0.0
stock_rv5,MALL,1,ElasticNet,2.225727654387427,1.0471274625445353,1.2024001848757773,1.0970039091984976,54,0.0185185185185185,0.0
stock_rv5,MALL,1,Lasso,2.240106719195164,1.0401467335825076,1.2024497647156889,1.101941322703882,54,0.0185185185185185,0.0
stock_rv5,MALL,5,LogHAR,0.92989024465145,0.9593613347157044,0.9384496784173402,0.9659786380710996,54,0.5370370370370371,0.4259259259259259
stock_rv5,MALL,5,NN2,0.9296462504470604,0.939065060170999,0.952441139055847,0.9656776627030886,54,0.3518518518518518,0.2222222222222222
stock_rv5,MALL,5,GradientBoosting,0.9353532198868814,0.945551725403738,0.9561494410352208,0.9772850951464688,54,0.3888888888888889,0.3333333333333333
stock_rv5,MALL,5,NN3,0.9302808321372618,0.9417661558506388,0.9596563568127952,0.9717625655138452,54,0.3703703703703703,0.2222222222222222
stock_rv5,MALL,5,NN1,0.9363726897558242,0.9488519297775349,0.960162014193117,0.967263678967924,54,0.3333333333333333,0.2962962962962963
stock_rv5,MALL,5,RandomForest,0.9447988261806572,0.9528857217019716,0.9667108818391836,0.986003818744818,54,0.3148148148148148,0.2407407407407407
stock_rv5,MALL,5,HAR,1.0,1.0,1.0,1.0,54,0.0,0.0
stock_rv5,MALL,5,HARQ,0.9787040415271075,0.9911165771639888,1.0152130029495814,0.9841200846369258,54,0.2037037037037037,0.4814814814814814
stock_rv5,MALL,5,SHAR,0.9982736702162938,0.9984262993918496,1.0165423541440486,0.9980002422682116,54,0.2037037037037037,0.2592592592592592
stock_rv5,MALL,5,Ridge,104.4221223738938,1.0452990153404025,1.0889711071004986,1.0513680288103906,54,0.1111111111111111,0.074074074074074
stock_rv5,MALL,5,HARCJ,1.0542668739173826,1.0063961623950846,1.0907881917328708,1.0032976132295215,54,0.1111111111111111,0.0925925925925925
stock_rv5,MALL,5,Lasso,104.42778160163836,1.0452971978595218,1.0946587835959027,1.0625212649247842,54,0.0925925925925925,0.0925925925925925
stock_rv5,MALL,5,ElasticNet,104.4224729386626,1.0509768732873694,1.095216231179197,1.0600706176721295,54,0.1111111111111111,0.0925925925925925
stock_rv5,MALL,22,LogHAR,0.9322816672247884,0.969787608049498,0.95640748646418,0.9711983557579126,54,0.2407407407407407,0.2222222222222222
stock_rv5,MALL,22,GradientBoosting,0.9594132887408376,0.9701751803268168,0.9957212164780864,1.019020595347683,54,0.2037037037037037,0.1296296296296296
stock_rv5,MALL,22,HAR,1.0,1.0,1.0,1.0,54,0.0,0.0
stock_rv5,MALL,22,NN1,0.9631029085227112,0.9703804404769056,1.0084591324234649,1.007507018125148,54,0.1481481481481481,0.1666666666666666
stock_rv5,MALL,22,SHAR,1.0003009162238778,1.0000509418427346,1.01078373482282,0.9996877078779388,54,0.074074074074074,0.1851851851851851
stock_rv5,MALL,22,NN2,0.9760675209291508,0.9881811909275916,1.0136248922989997,1.030263985024524,54,0.1481481481481481,0.1666666666666666
stock_rv5,MALL,22,HARQ,0.9811083218833128,0.9935167175147278,1.0206946155566083,0.9908315069593374,54,0.0925925925925925,0.3888888888888889
stock_rv5,MALL,22,RandomForest,0.9822532840949793,0.977722433902683,1.0246393407963967,1.0264663993800949,54,0.1481481481481481,0.0925925925925925
stock_rv5,MALL,22,NN3,0.965366915537317,0.9903078564949206,1.0270219591097112,1.0426211783996846,54,0.1296296296296296,0.1111111111111111
stock_rv5,MALL,22,HARCJ,0.9970620160354964,1.010837997254427,1.0332164970205524,1.0073571780084618,54,0.0925925925925925,0.0925925925925925
stock_rv5,MALL,22,Ridge,1.6385626203666068,1.077236883284297,1.1015390011716049,1.064678548164589,54,0.0185185185185185,0.0555555555555555
stock_rv5,MALL,22,Lasso,1.6507154593506503,1.062703529097349,1.1050087608641372,1.063958381445291,54,0.0185185185185185,0.0555555555555555
stock_rv5,MALL,22,ElasticNet,1.647729069642056,1.0675126482341528,1.1061365352078327,1.065287778405247,54,0.037037037037037,0.0555555555555555
stock_rv5,MHAR,1,SHAR,0.998243835733588,0.9992374458418658,0.9957048522720928,0.9966514640050982,54,0.1481481481481481,0.2037037037037037
stock_rv5,MHAR,1,HAR,1.0,1.0,1.0,1.0,54,0.0,0.0
stock_rv5,MHAR,1,HARQ,0.992298455372324,0.992196128002805,1.0166563860346234,0.9906843195898956,54,0.2037037037037037,0.4259259259259259
stock_rv5,MHAR,1,RandomForest,1.2053645536600508,0.9825543136082604,1.0374184116898977,0.988285759668204,54,0.3148148148148148,0.2592592592592592
stock_rv5,MHAR,1,GradientBoosting,1.2624076685322765,0.9818767232591264,1.0396080589790606,0.989277396348478,54,0.3333333333333333,0.2962962962962963
stock_rv5,MHAR,1,LogHAR,1.2341604591156634,0.9782969788566596,1.0420515838888262,0.9796664132784586,54,0.6296296296296297,0.4259259259259259
stock_rv5,MHAR,1,NN2,1.4952369074322192,0.9858879749818558,1.0433246125511164,0.984006315237626,54,0.3148148148148148,0.4444444444444444
stock_rv5,MHAR,1,HARCJ,1.0236500888685331,1.0021860884888447,1.0719861454002118,1.001935299780874,54,0.1111111111111111,0.1296296296296296
stock_rv5,MHAR,1,NN3,1.2360271404219323,0.9745523721448468,1.0900648676644238,0.978105263914241,54,0.4629629629629629,0.4814814814814814
stock_rv5,MHAR,1,NN1,1.6345987597750704,1.006890714712567,1.1133337314277985,1.0183262830790591,54,0.2037037037037037,0.1851851851851851
stock_rv5,MHAR,1,Ridge,4.06745938863867,1.070297608101645,1.2633843597354637,1.1143356071120176,54,0.0,0.0
stock_rv5,MHAR,1,Lasso,2.357107797571866,1.0702299353014624,1.2643194245197864,1.1140917016052891,54,0.0,0.0
stock_rv5,MHAR,1,ElasticNet,2.3911062781385137,1.069492221082611,1.265206345905078,1.1141022891911287,54,0.0,0.0
stock_rv5,MHAR,5,NN2,0.9382489662597402,0.9565713247681824,0.9358075576734616,0.9689777597709032,54,0.5,0.3703703703703703
stock_rv5,MHAR,5,LogHAR,0.929968428550908,0.9593613347157044,0.9385670268988212,0.9659786380710996,54,0.5370370370370371,0.4259259259259259
stock_rv5,MHAR,5,NN3,0.928171585066827,0.9439390212193924,0.94160047167967,0.9595263407917758,54,0.5370370370370371,0.5185185185185185
stock_rv5,MHAR,5,RandomForest,0.9491915943022806,0.9722843898957388,0.9502047433716844,0.9758751199604484,54,0.2777777777777778,0.2592592592592592
stock_rv5,MHAR,5,GradientBoosting,0.9439242577540112,0.961421108081204,0.9516247097505816,0.9856921334235352,54,0.3888888888888889,0.2962962962962963
stock_rv5,MHAR,5,HAR,1.0,1.0,1.0,1.0,54,0.0,0.0
stock_rv5,MHAR,5,NN1,1.138776059865798,0.9862361204753546,1.0085301203126718,1.0011379089384498,54,0.2777777777777778,0.2407407407407407
stock_rv5,MHAR,5,HARQ,0.978707020408904,0.9911165771639888,1.0152305301005358,0.9841200846369258,54,0.2037037037037037,0.4814814814814814
stock_rv5,MHAR,5,SHAR,0.9982752858948132,0.9984262993918496,1.0165430450207658,0.9980002422682116,54,0.2037037037037037,0.2592592592592592
stock_rv5,MHAR,5,HARCJ,1.0541960518732827,1.0063961623950846,1.090740653309501,1.0032976132295215,54,0.1111111111111111,0.0925925925925925
stock_rv5,MHAR,5,Ridge,104.9061488027012,1.0853563992953856,1.1797008134133806,1.12310165312187,54,0.0185185185185185,0.037037037037037
stock_rv5,MHAR,5,Lasso,104.51410878188808,1.0843213030918322,1.1802875846268563,1.1084003448529198,54,0.0185185185185185,0.0185185185185185
stock_rv5,MHAR,5,ElasticNet,104.53498540210808,1.084828190592759,1.1809657885924445,1.1097634662191025,54,0.0185185185185185,0.037037037037037
stock_rv5,MHAR,22,NN3,0.9121295009109897,0.9363370871836946,0.9443463870954978,0.9601220740489944,54,0.2222222222222222,0.3148148148148148
stock_rv5,MHAR,22,LogHAR,0.9323844471917048,0.969787608049498,0.9565060020786618,0.9711983557579126,54,0.2407407407407407,0.2222222222222222
stock_rv5,MHAR,22,NN2,0.9428863617585912,0.9620036622975564,0.9583489048468772,0.986834275782721,54,0.1851851851851851,0.2592592592592592
stock_rv5,MHAR,22,GradientBoosting,0.940578144824322,0.9714820217709588,0.9725199383299524,0.9725763335649892,54,0.2222222222222222,0.2407407407407407
stock_rv5,MHAR,22,RandomForest,0.9394988685460568,0.9773950412736488,0.9726009168431424,0.9886720699688454,54,0.1851851851851851,0.1851851851851851
stock_rv5,MHAR,22,HAR,1.0,1.0,1.0,1.0,54,0.0,0.0
stock_rv5,MHAR,22,SHAR,1.000302526967769,1.0000509418427346,1.0107846708125368,0.9996877078779388,54,0.074074074074074,0.1851851851851851
stock_rv5,MHAR,22,NN1,1.0584149881873988,0.9902040959081282,1.0194094949542136,1.0149448475922775,54,0.1481481481481481,0.1481481481481481
stock_rv5,MHAR,22,HARQ,0.9811144726854012,0.9934555635196364,1.0207013529048712,0.9908315069593374,54,0.0925925925925925,0.3888888888888889
stock_rv5,MHAR,22,HARCJ,0.9970175326124908,1.010837997254427,1.0331855404794337,1.0073571780084618,54,0.0925925925925925,0.0925925925925925
stock_rv5,MHAR,22,Lasso,1.683119307648298,1.0791989491184846,1.167300110332739,1.0745824080130824,54,0.074074074074074,0.037037037037037
stock_rv5,MHAR,22,Ridge,1.7886917523583443,1.0777136935046556,1.1674627142749896,1.0696509548498878,54,0.0925925925925925,0.0555555555555555
stock_rv5,MHAR,22,ElasticNet,1.7347412300748264,1.0881329141685714,1.1712060606228771,1.0752996981198897,54,0.074074074074074,0.037037037037037
